from	to	value
Liar	Teo Torriatte (Let Us Cling Together)	time
Liar	Tie Your Mother Down	time
Liar	You and I	time
Liar	You Take My Breath Away	time
Liar	You're My Best Friend	time
Lily of the Valley	Misfire	time
Lily of the Valley	Seaside Rendezvous	time
Lily of the Valley	Son and Daughter	time
Lily of the Valley	Teo Torriatte (Let Us Cling Together)	time
Lily of the Valley	Tie Your Mother Down	time
Lily of the Valley	You and I	time
Lily of the Valley	You Take My Breath Away	time
Lily of the Valley	You're My Best Friend	time
Misfire	Seaside Rendezvous	time
Misfire	Son and Daughter	time
Misfire	Teo Torriatte (Let Us Cling Together)	time
Misfire	Tie Your Mother Down	time
Misfire	You and I	time
Misfire	You Take My Breath Away	time
Misfire	You're My Best Friend	time
Seaside Rendezvous	Son and Daughter	time
Seaside Rendezvous	Teo Torriatte (Let Us Cling Together)	time
Seaside Rendezvous	Tie Your Mother Down	time
Seaside Rendezvous	You and I	time
Seaside Rendezvous	You Take My Breath Away	time
Seaside Rendezvous	You're My Best Friend	time
Son and Daughter	Teo Torriatte (Let Us Cling Together)	time
Son and Daughter	Tie Your Mother Down	time
Son and Daughter	You and I	time
Son and Daughter	You Take My Breath Away	time
Son and Daughter	You're My Best Friend	time
Teo Torriatte (Let Us Cling Together)	Tie Your Mother Down	time
Teo Torriatte (Let Us Cling Together)	You and I	time
Teo Torriatte (Let Us Cling Together)	You Take My Breath Away	time
Teo Torriatte (Let Us Cling Together)	You're My Best Friend	time
Tie Your Mother Down	You and I	time
Tie Your Mother Down	You Take My Breath Away	time
Tie Your Mother Down	You're My Best Friend	time
You and I	You Take My Breath Away	time
You and I	You're My Best Friend	time
You Take My Breath Away	You're My Best Friend	time
Drowse	Keep Yourself Alive	times
Drowse	Liar	times
Drowse	Modern Times Rock 'N' Roll	times
Drowse	More of That Jazz	times
Keep Yourself Alive	Liar	times
Keep Yourself Alive	Modern Times Rock 'N' Roll	times
Keep Yourself Alive	More of That Jazz	times
Liar	Modern Times Rock 'N' Roll	times
Liar	More of That Jazz	times
Modern Times Rock 'N' Roll	More of That Jazz	times
Leaving Home Ain't Easy	Modern Times Rock 'N' Roll	tired
Leaving Home Ain't Easy	More of That Jazz	tired
Modern Times Rock 'N' Roll	More of That Jazz	tired
Dreamer's Ball	Drowse	told
Dreamer's Ball	Great King Rat	told
Dreamer's Ball	I’m in Love with My Car	told
Dreamer's Ball	Keep Yourself Alive	told
Dreamer's Ball	The Prophet's Song	told
Drowse	Great King Rat	told
Drowse	I’m in Love with My Car	told
Drowse	Keep Yourself Alive	told
Drowse	The Prophet's Song	told
Great King Rat	I’m in Love with My Car	told
Great King Rat	Keep Yourself Alive	told
Great King Rat	The Prophet's Song	told
I’m in Love with My Car	Keep Yourself Alive	told
I’m in Love with My Car	The Prophet's Song	told
Keep Yourself Alive	The Prophet's Song	told
Bohemian Rhapsody	Doing All Right	tomorrow
Bohemian Rhapsody	Great King Rat	tomorrow
Bohemian Rhapsody	In Only Seven Days	tomorrow
Bohemian Rhapsody	You and I	tomorrow
Doing All Right	Great King Rat	tomorrow
Doing All Right	In Only Seven Days	tomorrow
Doing All Right	You and I	tomorrow
Great King Rat	In Only Seven Days	tomorrow
Great King Rat	You and I	tomorrow
In Only Seven Days	You and I	tomorrow
Don't Stop Me Now	Fat Bottomed Girls	tonight
Don't Stop Me Now	Fun It	tonight
Don't Stop Me Now	Good Old-Fashioned Lover Boy	tonight
Don't Stop Me Now	Tie Your Mother Down	tonight
Don't Stop Me Now	You and I	tonight
Fat Bottomed Girls	Fun It	tonight
Fat Bottomed Girls	Good Old-Fashioned Lover Boy	tonight
Fat Bottomed Girls	Tie Your Mother Down	tonight
Fat Bottomed Girls	You and I	tonight
Fun It	Good Old-Fashioned Lover Boy	tonight
Fun It	Tie Your Mother Down	tonight
Fun It	You and I	tonight
Good Old-Fashioned Lover Boy	Tie Your Mother Down	tonight
Good Old-Fashioned Lover Boy	You and I	tonight
Tie Your Mother Down	You and I	tonight
In the Lap of the Gods	Jesus	touch
In the Lap of the Gods	You Take My Breath Away	touch
Jesus	You Take My Breath Away	touch
Bring Back That Leroy Brown	Fun It	town
Bring Back That Leroy Brown	Lazing on a Sunday Afternoon	town
Bring Back That Leroy Brown	Stone Cold Crazy	town
Fun It	Lazing on a Sunday Afternoon	town
Fun It	Stone Cold Crazy	town
Lazing on a Sunday Afternoon	Stone Cold Crazy	town
Death on Two Legs (Dedicated to...)	Dreamer's Ball	toy
Fat Bottomed Girls	The Prophet's Song	treasure
Drowse	Keep Yourself Alive	troubles
Drowse	Long Away	troubles
Keep Yourself Alive	Long Away	troubles
Dreamer's Ball	In the Lap of the Gods... Revisited	true
Dreamer's Ball	You're My Best Friend	true
In the Lap of the Gods... Revisited	You're My Best Friend	true
In Only Seven Days	Lazing on a Sunday Afternoon	tuesday
Great King Rat	In Only Seven Days	twenty
Now I'm Here	Teo Torriatte (Let Us Cling Together)	understand
Now I'm Here	Tie Your Mother Down	understand
Teo Torriatte (Let Us Cling Together)	Tie Your Mother Down	understand
Good Old-Fashioned Lover Boy	Seaside Rendezvous	valentino
Liar	The Prophet's Song	voice
In the Lap of the Gods... Revisited	Lily of the Valley	wah
Lily of the Valley	Sweet Lady	wait
Lily of the Valley	You and I	wait
Sweet Lady	You and I	wait
Doing All Right	Sweet Lady	waiting
Doing All Right	You and I	waiting
Sweet Lady	You and I	waiting
Dreamer's Ball	Long Away	wake
Dreamer's Ball	Good Company	waking
Stone Cold Crazy	You and I	walking
Bicycle Race	Bohemian Rhapsody	wanna
Bicycle Race	Dead on Time	wanna
Bicycle Race	Don't Stop Me Now	wanna
Bicycle Race	In the Lap of the Gods... Revisited	wanna
Bicycle Race	Killer Queen	wanna
Bicycle Race	Let Me Entertain You	wanna
Bicycle Race	The Millionaire Waltz	wanna
Bohemian Rhapsody	Dead on Time	wanna
Bohemian Rhapsody	Don't Stop Me Now	wanna
Bohemian Rhapsody	In the Lap of the Gods... Revisited	wanna
Bohemian Rhapsody	Killer Queen	wanna
Bohemian Rhapsody	Let Me Entertain You	wanna
Bohemian Rhapsody	The Millionaire Waltz	wanna
Dead on Time	Don't Stop Me Now	wanna
Dead on Time	In the Lap of the Gods... Revisited	wanna
Dead on Time	Killer Queen	wanna
Dead on Time	Let Me Entertain You	wanna
Dead on Time	The Millionaire Waltz	wanna
Don't Stop Me Now	In the Lap of the Gods... Revisited	wanna
Don't Stop Me Now	Killer Queen	wanna
Don't Stop Me Now	Let Me Entertain You	wanna
Don't Stop Me Now	The Millionaire Waltz	wanna
In the Lap of the Gods... Revisited	Killer Queen	wanna
In the Lap of the Gods... Revisited	Let Me Entertain You	wanna
In the Lap of the Gods... Revisited	The Millionaire Waltz	wanna
Killer Queen	Let Me Entertain You	wanna
Killer Queen	The Millionaire Waltz	wanna
Let Me Entertain You	The Millionaire Waltz	wanna
She Makes Me (Stormtrooper In Stilettos)	Teo Torriatte (Let Us Cling Together)	warm
Jealousy	The Prophet's Song	warning
Bicycle Race	Lily of the Valley	wars
In Only Seven Days	The Prophet's Song	watched
Drowse	Son and Daughter	watching
Fat Bottomed Girls	Somebody to Love	water
Fat Bottomed Girls	Stone Cold Crazy	water
Somebody to Love	Stone Cold Crazy	water
In Only Seven Days	Lazing on a Sunday Afternoon	wednesday
Dreamer's Ball	Long Away	whisper
Dreamer's Ball	You Take My Breath Away	whisper
Long Away	You Take My Breath Away	whisper
Bicycle Race	The Night Comes Down	white
Bicycle Race	The Prophet's Song	white
Bicycle Race	White Man	white
The Night Comes Down	The Prophet's Song	white
The Night Comes Down	White Man	white
The Prophet's Song	White Man	white
In the Lap of the Gods... Revisited	Keep Yourself Alive	whoa
In the Lap of the Gods... Revisited	The Prophet's Song	whoa
Keep Yourself Alive	The Prophet's Song	whoa
Bohemian Rhapsody	Dear Friends	wind
Bohemian Rhapsody	If You Can't Beat Them	wind
Bohemian Rhapsody	Teo Torriatte (Let Us Cling Together)	wind
Dear Friends	If You Can't Beat Them	wind
Dear Friends	Teo Torriatte (Let Us Cling Together)	wind
If You Can't Beat Them	Teo Torriatte (Let Us Cling Together)	wind
Good Old-Fashioned Lover Boy	If You Can't Beat Them	wine
Good Old-Fashioned Lover Boy	Liar	wine
Good Old-Fashioned Lover Boy	My Fairy King	wine
If You Can't Beat Them	Liar	wine
If You Can't Beat Them	My Fairy King	wine
Liar	My Fairy King	wine
Jesus	The Prophet's Song	wise
Don't Stop Me Now	Fat Bottomed Girls	woman
Don't Stop Me Now	Son and Daughter	woman
Fat Bottomed Girls	Son and Daughter	woman
Bring Back That Leroy Brown	Fat Bottomed Girls	woo
Bring Back That Leroy Brown	If You Can't Beat Them	woo
Bring Back That Leroy Brown	Sweet Lady	woo
Fat Bottomed Girls	If You Can't Beat Them	woo
Fat Bottomed Girls	Sweet Lady	woo
If You Can't Beat Them	Sweet Lady	woo
Good Old-Fashioned Lover Boy	Great King Rat	word
Good Old-Fashioned Lover Boy	Son and Daughter	word
Good Old-Fashioned Lover Boy	Tie Your Mother Down	word
Great King Rat	Son and Daughter	word
Great King Rat	Tie Your Mother Down	word
Son and Daughter	Tie Your Mother Down	word
Doing All Right	The Prophet's Song	words
Doing All Right	White Man	words
The Prophet's Song	White Man	words
'39	Doing All Right	world
'39	Don't Stop Me Now	world
'39	Fat Bottomed Girls	world
'39	Modern Times Rock 'N' Roll	world
'39	More of That Jazz	world
'39	She Makes Me (Stormtrooper In Stilettos)	world
'39	Son and Daughter	world
'39	The Night Comes Down	world
'39	You're My Best Friend	world
Doing All Right	Don't Stop Me Now	world
Doing All Right	Fat Bottomed Girls	world
Doing All Right	Modern Times Rock 'N' Roll	world
Doing All Right	More of That Jazz	world
Doing All Right	She Makes Me (Stormtrooper In Stilettos)	world
Doing All Right	Son and Daughter	world
Doing All Right	The Night Comes Down	world
Doing All Right	You're My Best Friend	world
Don't Stop Me Now	Fat Bottomed Girls	world
Don't Stop Me Now	Modern Times Rock 'N' Roll	world
Don't Stop Me Now	More of That Jazz	world
Don't Stop Me Now	She Makes Me (Stormtrooper In Stilettos)	world
Don't Stop Me Now	Son and Daughter	world
Don't Stop Me Now	The Night Comes Down	world
Don't Stop Me Now	You're My Best Friend	world
Fat Bottomed Girls	Modern Times Rock 'N' Roll	world
Fat Bottomed Girls	More of That Jazz	world
Fat Bottomed Girls	She Makes Me (Stormtrooper In Stilettos)	world
Fat Bottomed Girls	Son and Daughter	world
Fat Bottomed Girls	The Night Comes Down	world
Fat Bottomed Girls	You're My Best Friend	world
Modern Times Rock 'N' Roll	More of That Jazz	world
Modern Times Rock 'N' Roll	She Makes Me (Stormtrooper In Stilettos)	world
Modern Times Rock 'N' Roll	Son and Daughter	world
Modern Times Rock 'N' Roll	The Night Comes Down	world
Modern Times Rock 'N' Roll	You're My Best Friend	world
More of That Jazz	She Makes Me (Stormtrooper In Stilettos)	world
More of That Jazz	Son and Daughter	world
More of That Jazz	The Night Comes Down	world
More of That Jazz	You're My Best Friend	world
She Makes Me (Stormtrooper In Stilettos)	Son and Daughter	world
She Makes Me (Stormtrooper In Stilettos)	The Night Comes Down	world
She Makes Me (Stormtrooper In Stilettos)	You're My Best Friend	world
Son and Daughter	The Night Comes Down	world
Son and Daughter	You're My Best Friend	world
The Night Comes Down	You're My Best Friend	world
Dreamer's Ball	Now I'm Here	worry
'39	Good Old-Fashioned Lover Boy	write
Drowse	Jealousy	wrong
Drowse	Leaving Home Ain't Easy	wrong
Drowse	My Fairy King	wrong
Jealousy	Leaving Home Ain't Easy	wrong
Jealousy	My Fairy King	wrong
Leaving Home Ain't Easy	My Fairy King	wrong
Dead on Time	Modern Times Rock 'N' Roll	ya
Dead on Time	Mustapha	ya
Modern Times Rock 'N' Roll	Mustapha	ya
Bicycle Race	Bohemian Rhapsody	yeah
Bicycle Race	Bring Back That Leroy Brown	yeah
Bicycle Race	Dead on Time	yeah
Bicycle Race	Don't Stop Me Now	yeah
Bicycle Race	Fat Bottomed Girls	yeah
Bicycle Race	If You Can't Beat Them	yeah
Bicycle Race	Keep Yourself Alive	yeah
Bicycle Race	Modern Times Rock 'N' Roll	yeah
Bicycle Race	Mustapha	yeah
Bicycle Race	My Fairy King	yeah
Bicycle Race	Now I'm Here	yeah
Bicycle Race	Somebody to Love	yeah
Bicycle Race	Son and Daughter	yeah
Bicycle Race	Stone Cold Crazy	yeah
Bicycle Race	Sweet Lady	yeah
Bicycle Race	The Millionaire Waltz	yeah
Bicycle Race	Tie Your Mother Down	yeah
Bicycle Race	White Man	yeah
Bohemian Rhapsody	Bring Back That Leroy Brown	yeah
Bohemian Rhapsody	Dead on Time	yeah
Bohemian Rhapsody	Don't Stop Me Now	yeah
Bohemian Rhapsody	Fat Bottomed Girls	yeah
Bohemian Rhapsody	If You Can't Beat Them	yeah
Bohemian Rhapsody	Keep Yourself Alive	yeah
Bohemian Rhapsody	Modern Times Rock 'N' Roll	yeah
Bohemian Rhapsody	Mustapha	yeah
Bohemian Rhapsody	My Fairy King	yeah
Bohemian Rhapsody	Now I'm Here	yeah
Bohemian Rhapsody	Somebody to Love	yeah
Bohemian Rhapsody	Son and Daughter	yeah
Bohemian Rhapsody	Stone Cold Crazy	yeah
Bohemian Rhapsody	Sweet Lady	yeah
Bohemian Rhapsody	The Millionaire Waltz	yeah
Bohemian Rhapsody	Tie Your Mother Down	yeah
Bohemian Rhapsody	White Man	yeah
Bring Back That Leroy Brown	Dead on Time	yeah
Bring Back That Leroy Brown	Don't Stop Me Now	yeah
Bring Back That Leroy Brown	Fat Bottomed Girls	yeah
Bring Back That Leroy Brown	If You Can't Beat Them	yeah
Bring Back That Leroy Brown	Keep Yourself Alive	yeah
Bring Back That Leroy Brown	Modern Times Rock 'N' Roll	yeah
Bring Back That Leroy Brown	Mustapha	yeah
Bring Back That Leroy Brown	My Fairy King	yeah
Bring Back That Leroy Brown	Now I'm Here	yeah
Bring Back That Leroy Brown	Somebody to Love	yeah
Bring Back That Leroy Brown	Son and Daughter	yeah
Bring Back That Leroy Brown	Stone Cold Crazy	yeah
Bring Back That Leroy Brown	Sweet Lady	yeah
Bring Back That Leroy Brown	The Millionaire Waltz	yeah
Bring Back That Leroy Brown	Tie Your Mother Down	yeah
Bring Back That Leroy Brown	White Man	yeah
Dead on Time	Don't Stop Me Now	yeah
Dead on Time	Fat Bottomed Girls	yeah
Dead on Time	If You Can't Beat Them	yeah
Dead on Time	Keep Yourself Alive	yeah
Dead on Time	Modern Times Rock 'N' Roll	yeah
Dead on Time	Mustapha	yeah
Dead on Time	My Fairy King	yeah
Dead on Time	Now I'm Here	yeah
Dead on Time	Somebody to Love	yeah
Dead on Time	Son and Daughter	yeah
Dead on Time	Stone Cold Crazy	yeah
Dead on Time	Sweet Lady	yeah
Dead on Time	The Millionaire Waltz	yeah
Dead on Time	Tie Your Mother Down	yeah
Dead on Time	White Man	yeah
Don't Stop Me Now	Fat Bottomed Girls	yeah
Don't Stop Me Now	If You Can't Beat Them	yeah
Don't Stop Me Now	Keep Yourself Alive	yeah
Don't Stop Me Now	Modern Times Rock 'N' Roll	yeah
Don't Stop Me Now	Mustapha	yeah
Don't Stop Me Now	My Fairy King	yeah
Don't Stop Me Now	Now I'm Here	yeah
Don't Stop Me Now	Somebody to Love	yeah
Don't Stop Me Now	Son and Daughter	yeah
Don't Stop Me Now	Stone Cold Crazy	yeah
Don't Stop Me Now	Sweet Lady	yeah
Don't Stop Me Now	The Millionaire Waltz	yeah
Don't Stop Me Now	Tie Your Mother Down	yeah
Don't Stop Me Now	White Man	yeah
Fat Bottomed Girls	If You Can't Beat Them	yeah
Fat Bottomed Girls	Keep Yourself Alive	yeah
Fat Bottomed Girls	Modern Times Rock 'N' Roll	yeah
Fat Bottomed Girls	Mustapha	yeah
Fat Bottomed Girls	My Fairy King	yeah
Fat Bottomed Girls	Now I'm Here	yeah
Fat Bottomed Girls	Somebody to Love	yeah
Fat Bottomed Girls	Son and Daughter	yeah
Fat Bottomed Girls	Stone Cold Crazy	yeah
Fat Bottomed Girls	Sweet Lady	yeah
Fat Bottomed Girls	The Millionaire Waltz	yeah
Fat Bottomed Girls	Tie Your Mother Down	yeah
Fat Bottomed Girls	White Man	yeah
If You Can't Beat Them	Keep Yourself Alive	yeah
If You Can't Beat Them	Modern Times Rock 'N' Roll	yeah
If You Can't Beat Them	Mustapha	yeah
If You Can't Beat Them	My Fairy King	yeah
If You Can't Beat Them	Now I'm Here	yeah
If You Can't Beat Them	Somebody to Love	yeah
If You Can't Beat Them	Son and Daughter	yeah
If You Can't Beat Them	Stone Cold Crazy	yeah
If You Can't Beat Them	Sweet Lady	yeah
If You Can't Beat Them	The Millionaire Waltz	yeah
If You Can't Beat Them	Tie Your Mother Down	yeah
If You Can't Beat Them	White Man	yeah
Keep Yourself Alive	Modern Times Rock 'N' Roll	yeah
Keep Yourself Alive	Mustapha	yeah
Keep Yourself Alive	My Fairy King	yeah
Keep Yourself Alive	Now I'm Here	yeah
Keep Yourself Alive	Somebody to Love	yeah
Keep Yourself Alive	Son and Daughter	yeah
Keep Yourself Alive	Stone Cold Crazy	yeah
Keep Yourself Alive	Sweet Lady	yeah
Keep Yourself Alive	The Millionaire Waltz	yeah
Keep Yourself Alive	Tie Your Mother Down	yeah
Keep Yourself Alive	White Man	yeah
Modern Times Rock 'N' Roll	Mustapha	yeah
Modern Times Rock 'N' Roll	My Fairy King	yeah
Modern Times Rock 'N' Roll	Now I'm Here	yeah
Modern Times Rock 'N' Roll	Somebody to Love	yeah
Modern Times Rock 'N' Roll	Son and Daughter	yeah
Modern Times Rock 'N' Roll	Stone Cold Crazy	yeah
Modern Times Rock 'N' Roll	Sweet Lady	yeah
Modern Times Rock 'N' Roll	The Millionaire Waltz	yeah
Modern Times Rock 'N' Roll	Tie Your Mother Down	yeah
Modern Times Rock 'N' Roll	White Man	yeah
Mustapha	My Fairy King	yeah
Mustapha	Now I'm Here	yeah
Mustapha	Somebody to Love	yeah
Mustapha	Son and Daughter	yeah
Mustapha	Stone Cold Crazy	yeah
Mustapha	Sweet Lady	yeah
Mustapha	The Millionaire Waltz	yeah
Mustapha	Tie Your Mother Down	yeah
Mustapha	White Man	yeah
My Fairy King	Now I'm Here	yeah
My Fairy King	Somebody to Love	yeah
My Fairy King	Son and Daughter	yeah
My Fairy King	Stone Cold Crazy	yeah
My Fairy King	Sweet Lady	yeah
My Fairy King	The Millionaire Waltz	yeah
My Fairy King	Tie Your Mother Down	yeah
My Fairy King	White Man	yeah
Now I'm Here	Somebody to Love	yeah
Now I'm Here	Son and Daughter	yeah
Now I'm Here	Stone Cold Crazy	yeah
Now I'm Here	Sweet Lady	yeah
Now I'm Here	The Millionaire Waltz	yeah
Now I'm Here	Tie Your Mother Down	yeah
Now I'm Here	White Man	yeah
Somebody to Love	Son and Daughter	yeah
Somebody to Love	Stone Cold Crazy	yeah
Somebody to Love	Sweet Lady	yeah
Somebody to Love	The Millionaire Waltz	yeah
Somebody to Love	Tie Your Mother Down	yeah
Somebody to Love	White Man	yeah
Son and Daughter	Stone Cold Crazy	yeah
Son and Daughter	Sweet Lady	yeah
Son and Daughter	The Millionaire Waltz	yeah
Son and Daughter	Tie Your Mother Down	yeah
Son and Daughter	White Man	yeah
Stone Cold Crazy	Sweet Lady	yeah
Stone Cold Crazy	The Millionaire Waltz	yeah
Stone Cold Crazy	Tie Your Mother Down	yeah
Stone Cold Crazy	White Man	yeah
Sweet Lady	The Millionaire Waltz	yeah
Sweet Lady	Tie Your Mother Down	yeah
Sweet Lady	White Man	yeah
The Millionaire Waltz	Tie Your Mother Down	yeah
The Millionaire Waltz	White Man	yeah
Tie Your Mother Down	White Man	yeah
Doing All Right	Drowse	yesterday
